name,eissn,index,citations,jif2026,jif2025,quartile
Annual Review of Control Robotics and Autonomous Systems,2573-5144,SCIE,2806,14.6,14.0,Q1
PHYSIOLOGY,1548-9221,SCIE,5666,14.6,10.3,Q1
Annual Review of Materials Research,1545-4118,SCIE,9250,14.6,10.4,Q1
Tourism Management,1879-3193,SSCI,36442,14.5,12.4,Q1
Interdisciplinary Medicine,2832-6245,ESCI,1426,14.5,13.6,Q1
JOURNAL OF BIOMEDICAL SCIENCE,1423-0127,SCIE,12330,14.5,12.1,Q1
Aggregate,2692-4560,ESCI,8538,14.5,13.7,Q1
CEMENT & CONCRETE COMPOSITES,1873-393X,SCIE,59220,14.4,13.1,Q1
TRENDS IN BIOCHEMICAL SCIENCES,1362-4326,SCIE,20954,14.4,11.0,Q1
ANNUAL REVIEWS IN CONTROL,1872-9088,SCIE,6546,14.4,10.7,Q1
Journal of Statistical Software,1548-7660,SCIE,54739,14.3,8.1,Q1
JOURNAL OF CLINICAL INVESTIGATION,1558-8238,SCIE,120571,14.3,13.6,Q1
JOURNAL OF EXPERIMENTAL & CLINICAL CANCER RESEARCH,1756-9966,SCIE,33576,14.3,12.8,Q1
Environmental Science and Ecotechnology,2666-4984,SCIE,5057,14.3,14.3,Q1
SmartMat,2688-819X,ESCI,3342,14.3,12.8,Q1
Green Carbon,2950-1555,ESCI,967,14.2,,Q1
Acta Ecologica Sinica,1872-2032,ESCI,7028,14.2,7.1,Q1
Accounts of Materials Research,2643-6728,ESCI,7625,14.1,14.7,Q1
Advanced Science,2198-3844,SCIE,169772,14.1,14.1,Q1
MedComm,2688-2663,ESCI,10178,14.1,10.7,Q1
BIOTECHNOLOGY ADVANCES,1873-1899,SCIE,29250,14.1,12.5,Q1
CURRENT OPINION IN SOLID STATE & MATERIALS SCIENCE,1879-0348,SCIE,6166,14.1,13.4,Q1
Journal of Advanced Ceramics,2227-8508,SCIE,12270,14.0,16.6,Q1
Journal of Innovation & Knowledge,2444-569X,SSCI,9106,14.0,15.5,Q1
COMPOSITES PART B-ENGINEERING,1879-1069,SCIE,98308,14.0,14.2,Q1
MEDICAL IMAGE ANALYSIS,1361-8423,SCIE,32042,14.0,11.8,Q1
Cell Reports Medicine,2666-3791,SCIE,15797,14.0,10.6,Q1
CEMENT AND CONCRETE RESEARCH,1873-3948,SCIE,81272,14.0,13.1,Q1
JMIR Medical Education,2369-3762,SCIE,4697,13.9,,Q1
Science Advances,2375-2548,SCIE,226461,13.9,12.5,Q1
Materials Genome Engineering Advances,2940-9497,ESCI,923,13.9,,Q1
International Journal for Educational Integrity,1833-2595,ESCI,1185,13.8,6.9,Q1
Oeconomia Copernicana,2353-1827,SSCI,1580,13.8,10.8,Q1
ACADEMY OF MANAGEMENT REVIEW,1930-3807,SSCI,45569,13.8,13.9,Q1
FOOD HYDROCOLLOIDS,1873-7137,SCIE,114073,13.8,12.4,Q1
Blood Cancer Journal,2044-5385,SCIE,10205,13.8,11.6,Q1
Protection and Control of Modern Power Systems,2367-0983,SCIE,3512,13.8,11.9,Q1
Annual Review of Neuroscience,1545-4126,SCIE,14783,13.8,13.2,Q1
Energy & Environmental Materials,2575-0356,SCIE,11941,13.8,14.1,Q1
Reviews in Aquaculture,1753-5131,SCIE,12173,13.8,11.3,Q1
MOLECULAR ASPECTS OF MEDICINE,1872-9452,SCIE,10413,13.8,10.3,Q1
Nano Convergence,2196-5404,SCIE,4833,13.8,11.0,Q1
PROGRESS IN REACTION KINETICS AND MECHANISM,1471-406X,SCIE,333,13.8,4.8,Q1
IEEE Geoscience and Remote Sensing Magazine,2168-6831,SCIE,6635,13.7,16.4,Q1
Journal of Retailing and Consumer Services,1873-1384,SSCI,36604,13.7,13.1,Q1
Plant Communications,2590-3462,SCIE,7450,13.7,11.6,Q1
RELIABILITY ENGINEERING & SYSTEM SAFETY,1879-0836,SCIE,57268,13.7,11.0,Q1
Nature Reviews Urology,1759-4820,SCIE,8063,13.6,14.6,Q1
Earth System Science Data,1866-3516,SCIE,27265,13.6,11.6,Q1
BIOMATERIALS,1878-5905,SCIE,110718,13.6,12.9,Q1
CELL DEATH AND DIFFERENTIATION,1476-5403,SCIE,36020,13.6,15.4,Q1
npj Antimicrobials and Resistance,2731-8745,ESCI,1147,13.6,,Q1
ACS Catalysis,2155-5435,SCIE,164376,13.6,13.1,Q1
MEDICINAL RESEARCH REVIEWS,1098-1128,SCIE,10944,13.6,11.6,Q1
Energy Economics,1873-6181,SSCI,60068,13.5,14.2,Q1
TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE,1873-5509,SSCI,70850,13.5,13.3,Q1
PLANT CELL,1532-298X,SCIE,68439,13.5,11.6,Q1
Journal of Supply Chain Management,1745-493X,SSCI,3965,13.5,9.9,Q1
Food Engineering Reviews,1866-7929,SCIE,3974,13.5,7.6,Q1
PHARMACOLOGY & THERAPEUTICS,1879-016X,SCIE,28422,13.5,12.5,Q1
ACTA PHYSICO-CHIMICA SINICA,1000-6818,SCIE,7954,13.5,13.5,Q1
TRAC-TRENDS IN ANALYTICAL CHEMISTRY,1879-3142,SCIE,45737,13.5,12.0,Q1
Lancet Child & Adolescent Health,2352-4642,SCIE,9178,13.4,15.5,Q1
COMPUTATIONAL LINGUISTICS,1530-9312,SCIE,3750,13.4,5.3,Q1
IEEE WIRELESS COMMUNICATIONS,1558-0687,SCIE,13799,13.4,11.5,Q1
Eco-Environment & Health,2772-9850,ESCI,1750,13.4,17.6,Q1
INTERNATIONAL JOURNAL OF MANAGEMENT REVIEWS,1468-2370,SSCI,8006,13.4,10.8,Q1
CYTOKINE & GROWTH FACTOR REVIEWS,1879-0305,SCIE,9350,13.4,11.8,Q1
Med,2666-6340,ESCI,3592,13.3,11.8,Q1
Meta-Radiology,2950-1628,ESCI,696,13.3,,Q1
Sustainable Cities and Society,2210-6715,SCIE,66860,13.3,12.0,Q1
Smart Materials in Manufacturing,2772-8102,ESCI,642,13.3,,Q1
Annual Review of Nutrition,1545-4312,SCIE,6882,13.3,13.4,Q1
COMPUTERS & EDUCATION,1873-782X,SCIE,30879,13.2,10.5,Q1
Business Strategy and the Environment,1099-0836,SSCI,41210,13.2,13.3,Q1
Carbohydrate Polymers,1879-1344,SCIE,160360,13.2,12.5,Q1
Annual Review of Phytopathology,1545-2107,SCIE,9950,13.2,11.9,Q1
QUARTERLY JOURNAL OF ECONOMICS,1531-4650,SSCI,45581,13.1,12.7,Q1
Journal of Sport and Health Science,2213-2961,SSCI,7085,13.1,10.3,Q1
NEURO-ONCOLOGY,1523-5866,SCIE,27081,13.1,13.4,Q1
npj Computational Materials,2057-3960,SCIE,22708,13.1,11.9,Q1
TRENDS IN IMMUNOLOGY,1471-4981,SCIE,18014,13.1,13.9,Q1
Annual Review of Chemical and Biomolecular Engineering,1947-5446,SCIE,3065,13.1,12.8,Q1
BRITISH JOURNAL OF EDUCATIONAL TECHNOLOGY,1467-8535,SSCI,12111,13.0,8.1,Q1
ACM TRANSACTIONS ON GRAPHICS,1557-7368,SCIE,44164,13.0,9.5,Q1
npj Aging,2731-6068,ESCI,1351,13.0,6.0,Q1
Molecular Biomedicine,2662-8651,ESCI,2618,13.0,10.1,Q1
TECHNOLOGY IN SOCIETY,1879-3274,SSCI,20984,12.9,12.5,Q1
ISPRS JOURNAL OF PHOTOGRAMMETRY AND REMOTE SENSING,1872-8235,SCIE,37899,12.9,12.2,Q1
Annual Review of Biophysics,1936-1238,SCIE,4597,12.9,13.7,Q1
Research,2639-5274,SCIE,12839,12.9,10.7,Q1
TRENDS IN GENETICS,1362-4555,SCIE,15348,12.9,16.3,Q1
ARCHIVES OF COMPUTATIONAL METHODS IN ENGINEERING,1886-1784,SCIE,15579,12.9,12.1,Q1
Annual Review of Ecology Evolution and Systematics,1545-2069,SCIE,23850,12.9,11.4,Q1
ACTA NUMERICA,1474-0508,SCIE,3786,12.8,11.3,Q1
JOURNAL OF ECONOMIC LITERATURE,2328-8175,SSCI,14401,12.8,10.6,Q1
Alzheimers & Dementia,1552-5279,SCIE,47030,12.8,11.1,Q1
EClinicalMedicine,2589-5370,SCIE,28691,12.8,10.0,Q1
ACADEMY OF MANAGEMENT JOURNAL,1948-0989,SSCI,49118,12.8,10.5,Q1
PLANT BIOTECHNOLOGY JOURNAL,1467-7652,SCIE,25693,12.8,10.5,Q1
WATER RESEARCH,1879-2448,SCIE,176161,12.8,12.4,Q1
Smart Medicine,2751-1871,ESCI,1239,12.8,11.6,Q1
Journal of Road Engineering,2773-0077,ESCI,1007,12.8,8.6,Q1
JACC-Cardiovascular Interventions,1876-7605,SCIE,20352,12.7,11.4,Q1
Geoscience Frontiers,1674-9871,SCIE,13371,12.7,8.9,Q1
Communications in Transportation Research,2772-4247,SSCI,1166,12.7,14.5,Q1
CARBON,1873-3891,SCIE,110491,12.7,11.6,Q1
Advances in Nutrition,2156-5376,SCIE,18290,12.7,9.2,Q1
Cleaner Materials,2772-3976,ESCI,3453,12.7,9.0,Q1
Journal of Obesity & Metabolic Syndrome,2508-7576,ESCI,1982,12.7,7.9,Q1
CANCER AND METASTASIS REVIEWS,1573-7233,SCIE,9156,12.7,8.7,Q1
CRITICAL REVIEWS IN SOLID STATE AND MATERIALS SCIENCES,1547-6561,SCIE,3522,12.7,8.9,Q1
BRAIN,1460-2156,SCIE,68603,12.6,11.7,Q1
Nature Cardiovascular Research,2731-0590,ESCI,3499,12.6,10.8,Q1
Asian Journal of Pharmaceutical Sciences,1818-0876,SCIE,6200,12.6,11.9,Q1
AUTOMATION IN CONSTRUCTION,1872-7891,SCIE,51405,12.6,11.5,Q1
Advanced Membranes,2772-8234,ESCI,1058,12.6,9.5,Q1
CARDIOVASCULAR RESEARCH,1755-3245,SCIE,31432,12.5,13.3,Q1
GLOBAL CHANGE BIOLOGY,1365-2486,SCIE,89369,12.5,12.0,Q1
JAMA Health Forum,2689-0186,SCIE,5374,12.5,11.3,Q1
Journal of Integrative Plant Biology,1744-7909,SCIE,17256,12.5,9.3,Q1
Journal of Translational Internal Medicine,2224-4018,SCIE,2111,12.5,7.4,Q1
Chemical Engineering Journal,1873-3212,SCIE,591800,12.5,13.2,Q1
NATURAL PRODUCT REPORTS,1460-4752,SCIE,14406,12.5,10.6,Q1
Annual Review of Cell and Developmental Biology,1530-8995,SCIE,10152,12.5,11.4,Q1
CRITICAL REVIEWS IN ENVIRONMENTAL SCIENCE AND TECHNOLOGY,1547-6537,SCIE,14146,12.5,13.2,Q1
Journal of Hospitality Marketing & Management,1936-8631,SSCI,5308,12.4,11.0,Q1
IEEE TRANSACTIONS ON MEDICAL IMAGING,1558-254X,SCIE,43138,12.4,9.8,Q1
Satellite Navigation,2662-1363,SCIE,1996,12.4,10.1,Q1
JOURNAL OF CONTROLLED RELEASE,1873-4995,SCIE,85834,12.4,11.5,Q1
Cancer Biology & Medicine,2095-3941,SCIE,4958,12.4,8.4,Q1
JOURNAL OF THE AMERICAN ACADEMY OF DERMATOLOGY,1097-6787,SCIE,39868,12.3,11.8,Q1
PRX Quantum,2691-3399,SCIE,12664,12.3,11.0,Q1
Computers and Education Open,2666-5573,ESCI,2155,12.3,5.7,Q1
Environmental Chemistry and Ecotoxicology,2590-1826,ESCI,2003,12.3,8.2,Q1
REMOTE SENSING OF ENVIRONMENT,1879-0704,SCIE,106374,12.3,11.4,Q1
ROBOTICS AND COMPUTER-INTEGRATED MANUFACTURING,1879-2537,SCIE,16286,12.3,11.4,Q1
Annual Review of Animal Biosciences,2165-8110,SCIE,2743,12.3,8.7,Q1
Current Climate Change Reports,2198-6061,SCIE,2831,12.3,10.3,Q1
Materials Futures,2752-5724,ESCI,1661,12.3,10.8,Q1
Advanced Sensor and Energy Materials,2773-045X,ESCI,715,12.3,10.2,Q1
COMPUTERS IN HUMAN BEHAVIOR,1873-7692,SSCI,66721,12.2,8.9,Q1
JOURNAL OF FINANCE,1540-6261,SSCI,53100,12.2,9.5,Q1
PHARMACOLOGICAL RESEARCH,1096-1186,SCIE,43043,12.2,10.5,Q1
Blood Cancer Discovery,2643-3249,ESCI,1711,12.2,11.5,Q1
Engineering,2096-0026,SCIE,17690,12.2,11.6,Q1
Trends in Environmental Analytical Chemistry,2214-1588,SCIE,2716,12.2,13.4,Q1
SOIL BIOLOGY & BIOCHEMISTRY,1879-3428,SCIE,68858,12.2,10.3,Q1
Environmental Impact Assessment Review,1873-6432,SSCI,19165,12.2,11.2,Q1
Annual Review of Economics,1941-1391,SSCI,5604,12.2,11.4,Q1
ENVIRONMENTAL SCIENCE & TECHNOLOGY,1520-5851,SCIE,282767,12.2,11.3,Q1
APPLIED ENERGY,1872-9118,SCIE,205665,12.2,11.0,Q1
CELLULAR & MOLECULAR BIOLOGY LETTERS,1689-1392,SCIE,7176,12.2,10.2,Q1
Green Technologies and Sustainability,2949-7361,ESCI,1197,12.2,,Q1
Cell Death & Disease,2041-4889,SCIE,85182,12.2,9.6,Q1
Cardiac Failure Review,2057-7559,ESCI,1211,12.2,5.7,Q1
Business & Information Systems Engineering,1867-0202,SCIE,4780,12.2,10.4,Q1
Annual Review of Microbiology,1545-3251,SCIE,10883,12.2,9.9,Q1
RARE METALS,1867-7185,SCIE,23015,12.1,11.0,Q1
Energy Strategy Reviews,2211-4688,SCIE,13953,12.1,9.9,Q1
TECHNOVATION,1879-2383,SCIE,14840,12.0,10.9,Q1
JOURNAL OF PRODUCT INNOVATION MANAGEMENT,1540-5885,SSCI,9559,12.0,8.0,Q1
Wearable Electronics,2950-2357,ESCI,320,12.0,,Q1
JACC-Heart Failure,2213-1787,SCIE,11007,11.9,11.8,Q1
EDUCATIONAL PSYCHOLOGY REVIEW,1573-336X,SSCI,17020,11.9,8.8,Q1
Agriculture Communications,2949-7981,ESCI,566,11.9,,Q1
BRITISH JOURNAL OF BIOMEDICAL SCIENCE,2474-0896,SCIE,1399,11.9,4.6,Q1
Green Chemical Engineering,2666-9528,ESCI,2205,11.9,7.6,Q1
Energy Materials,2770-5900,ESCI,2877,11.9,11.2,Q1
ENDOSCOPY,1438-8812,SCIE,15245,11.8,12.8,Q1
CANCER LETTERS,1872-7980,SCIE,47703,11.8,10.1,Q1
BIOSENSORS & BIOELECTRONICS,1873-4235,SCIE,85537,11.8,10.5,Q1
Physics of Life Reviews,1873-1457,SCIE,2913,11.8,14.3,Q1
ENERGY CONVERSION AND MANAGEMENT,1879-2227,SCIE,124171,11.8,10.9,Q1
Small,1613-6829,SCIE,204703,11.8,12.1,Q1
MICROBIOLOGY AND MOLECULAR BIOLOGY REVIEWS,1098-5557,SCIE,14814,11.8,7.8,Q1
Transactions of the Association for Computational Linguistics,2307-387X,SCIE,8008,11.7,6.9,Q1
JAMA Network Open,2574-3805,SCIE,100474,11.7,9.7,Q1
JOURNAL OF ALLERGY AND CLINICAL IMMUNOLOGY,1097-6825,SCIE,57333,11.7,11.2,Q1
Journal for ImmunoTherapy of Cancer,2051-1426,SCIE,38924,11.7,10.6,Q1
International Journal of Biological Sciences,1449-2288,SCIE,27120,11.7,10.0,Q1
NEJM Evidence,2766-5526,ESCI,4480,11.6,,Q1
JOURNAL OF EXPERIMENTAL MEDICINE,1540-9538,SCIE,60274,11.6,10.6,Q1
IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING,1558-2191,SCIE,40205,11.6,10.4,Q1
Current Forestry Reports,2198-6436,SCIE,2859,11.6,7.2,Q1
SLEEP MEDICINE REVIEWS,1532-2955,SCIE,18260,11.6,9.7,Q1
JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY C-PHOTOCHEMISTRY REVIEWS,1873-2739,SCIE,4977,11.6,13.1,Q1
JOURNAL OF TOXICOLOGY AND ENVIRONMENTAL HEALTH-PART B-CRITICAL REVIEWS,1521-6950,SCIE,2770,11.6,8.1,Q1
Cell Communication and Signaling,1478-811X,SCIE,21707,11.6,8.9,Q1
SURFACE SCIENCE REPORTS,1879-274X,SCIE,3708,11.6,8.7,Q1
Journal of Neuroinflammation,1742-2094,SCIE,37393,11.5,10.1,Q1
ADVANCED ENGINEERING INFORMATICS,1873-5320,SCIE,26341,11.5,9.9,Q1
CLINICAL REVIEWS IN ALLERGY & IMMUNOLOGY,1559-0267,SCIE,7207,11.5,11.3,Q1
Seminars in Immunopathology,1863-2300,SCIE,6679,11.5,9.2,Q1
Annual Review of Biomedical Engineering,1545-4274,SCIE,5920,11.5,9.6,Q1
SEMINARS IN IMMUNOLOGY,1096-3618,SCIE,7845,11.5,7.8,Q1
Green Energy and Resources,2949-7205,ESCI,750,11.5,,Q1
AMERICAN JOURNAL OF CLINICAL DERMATOLOGY,1179-1888,SCIE,7630,11.4,8.8,Q1
MOLECULAR THERAPY,1525-0024,SCIE,32897,11.4,12.0,Q1
LANDSCAPE AND URBAN PLANNING,1872-6062,SCIE,36866,11.4,9.2,Q1
INTERNATIONAL JOURNAL OF MECHANICAL SCIENCES,1879-2162,SCIE,55949,11.4,9.4,Q1
npj Biofilms and Microbiomes,2055-5008,SCIE,7589,11.4,9.2,Q1
CRITICAL CARE,1466-609X,SCIE,42427,11.4,9.3,Q1
Review of Managerial Science,1863-6691,SSCI,6104,11.4,9.6,Q1
Materials Horizons,2051-6355,SCIE,29812,11.4,10.7,Q1
International Journal of Contemporary Hospitality Management,1757-1049,SSCI,19675,11.3,9.0,Q1
PHYTOMEDICINE,1618-095X,SCIE,45792,11.3,8.3,Q1
ALLERGY,1398-9995,SCIE,27633,11.3,12.0,Q1
EARTH-SCIENCE REVIEWS,1872-6828,SCIE,49730,11.3,10.0,Q1
IEEE Transactions on Affective Computing,1949-3045,SCIE,12670,11.3,9.8,Q1
Additive Manufacturing,2214-7810,SCIE,59741,11.3,11.1,Q1
IEEE Transactions on Cybernetics,2168-2275,SCIE,51017,11.3,10.5,Q1
EcoMat,2567-3173,SCIE,4160,11.3,12.6,Q1
HemaSphere,2572-9241,SCIE,4085,11.3,14.6,Q1
EBioMedicine,2352-3964,SCIE,38337,11.2,10.8,Q1
ACM TRANSACTIONS ON INFORMATION SYSTEMS,1558-2868,SCIE,7065,11.2,9.1,Q1
CLINICAL PSYCHOLOGY REVIEW,1873-7811,SSCI,28034,11.2,12.2,Q1
Journal of Pharmaceutical Analysis,2214-0883,SCIE,7439,11.2,8.9,Q1
ANGIOGENESIS,1573-7209,SCIE,4831,11.2,9.2,Q1
Journal of Industrial Information Integration,2452-414X,SCIE,6282,11.2,11.6,Q1
Chinese Herbal Medicines,1674-6384,ESCI,3215,11.2,8.9,Q1
Advances in Geo-Energy Research,2208-598X,ESCI,2503,11.2,10.0,Q1
BIOCHIMICA ET BIOPHYSICA ACTA-REVIEWS ON CANCER,1879-2561,SCIE,13936,11.2,8.3,Q1
Carbon Neutrality,2731-3948,ESCI,1524,11.2,12.5,Q1
STROKE,1524-4628,SCIE,76353,11.1,8.9,Q1
Diagnostic and Interventional Imaging,2211-5684,SCIE,4238,11.1,8.1,Q1
IEEE Transactions on Robotics,1941-0468,SCIE,31338,11.1,10.5,Q1
Astrophysical Journal Letters,2041-8213,SCIE,67246,11.1,11.7,Q1
Journal of Business Research,1873-7978,SSCI,97747,11.1,9.8,Q1
Cochrane Database of Systematic Reviews,1361-6137,SCIE,81381,11.1,9.4,Q1
ACS Central Science,2374-7951,SCIE,22747,11.1,10.4,Q1
Microsystems & Nanoengineering,2055-7434,SCIE,9737,11.1,9.9,Q1
Battery Energy,2768-1696,ESCI,1852,11.1,9.9,Q1
Trends in Chemistry,2589-5974,SCIE,5684,11.1,13.6,Q1
Burns & Trauma,2321-3876,SCIE,4477,11.0,9.6,Q1
Journal of Travel & Tourism Marketing,1540-7306,SSCI,6933,11.0,9.0,Q1
ECONOMIC GEOGRAPHY,1944-8287,SSCI,5481,11.0,8.9,Q1
SPORTS MEDICINE,1179-2035,SCIE,36000,11.0,9.4,Q1
SUPPLY CHAIN MANAGEMENT-AN INTERNATIONAL JOURNAL,1758-6852,SSCI,7899,11.0,8.4,Q1
Journal of Stroke,2287-6405,SCIE,2943,11.0,8.6,Q1
Journal of Research in Interactive Marketing,2040-7130,SSCI,4471,11.0,11.6,Q1
Materials Today Bio,2590-0064,SCIE,18290,11.0,10.2,Q1
TRANSPORT REVIEWS,1464-5327,SSCI,7501,11.0,9.9,Q1
npj Clean Water,2059-7037,SCIE,5806,11.0,11.4,Q1
Journal of Remote Sensing,2694-1589,ESCI,1898,11.0,6.8,Q1
Current Opinion in Green and Sustainable Chemistry,2452-2236,SCIE,7542,11.0,9.4,Q1
Cancer Genetics,2210-7770,SCIE,2235,11.0,2.1,Q1
Advanced Healthcare Materials,2192-2659,SCIE,58168,11.0,9.6,Q1
OPHTHALMOLOGY,1549-4713,SCIE,46651,10.9,9.5,Q1
Wiley Interdisciplinary Reviews-Computational Molecular Science,1759-0884,SCIE,14224,10.9,27.0,Q1
JAMA Dermatology,2168-6084,SCIE,12692,10.9,11.0,Q1
BIOLOGICAL REVIEWS,1469-185X,SCIE,25654,10.9,11.7,Q1
Facta Universitatis-Series Mechanical Engineering,2335-0164,SCIE,1698,10.9,11.8,Q1
npj Urban Sustainability,2661-8001,SSCI,2238,10.9,8.8,Q1
ENVIRONMENTAL HEALTH PERSPECTIVES,1552-9924,SCIE,41356,10.9,9.8,Q1
CLINICAL CANCER RESEARCH,1557-3265,SCIE,95186,10.9,10.2,Q1
ACS Sensors,2379-3694,SCIE,33999,10.9,9.1,Q1
ARCHIVES OF TOXICOLOGY,1432-0738,SCIE,19139,10.9,6.9,Q1
Carbon Resources Conversion,2588-9133,ESCI,2097,10.9,7.5,Q1
Circular Economy,2773-1677,ESCI,779,10.9,,Q1
Topics in Current Chemistry,2364-8961,SCIE,6398,10.9,8.8,Q1
Annual Review of Applied Linguistics,1471-6356,AHCI,2195,10.8,4.3,N/A
GOVERNMENT INFORMATION QUARTERLY,1872-9517,SSCI,9846,10.8,10.0,Q1
Genome Medicine,1756-994X,SCIE,15561,10.8,11.2,Q1
European Respiratory Review,1600-0617,SCIE,9760,10.8,10.4,Q1
Journal of Rock Mechanics and Geotechnical Engineering,2589-0417,SCIE,18303,10.8,10.2,Q1
IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS FOR VIDEO TECHNOLOGY,1558-2205,SCIE,39309,10.8,11.1,Q1
China Finance Review International,2044-1401,ESCI,1563,10.8,7.6,Q1
IEEE SIGNAL PROCESSING MAGAZINE,1558-0792,SCIE,17960,10.8,9.6,Q1
Journal of Big Data,2196-1115,SCIE,15328,10.8,6.4,Q1
Food Packaging and Shelf Life,2214-2894,SCIE,14222,10.8,10.6,Q1
BMJ Evidence-Based Medicine,2515-4478,SCIE,2777,10.8,7.6,Q1
PERSONNEL PSYCHOLOGY,1744-6570,SSCI,10659,10.8,6.4,Q1
Patterns,2666-3899,ESCI,5672,10.8,7.4,Q1
Applied Physics Reviews,1931-9401,SCIE,16077,10.8,11.6,Q1
Renewable Energy Focus,1878-0229,ESCI,3541,10.8,5.9,Q1
PROGRESS IN QUANTUM ELECTRONICS,1873-1627,SCIE,2162,10.8,12.5,Q1
Analytic Methods in Accident Research,2213-6665,SSCI,3277,10.7,12.6,Q1
International Journal of STEM Education,2196-7822,SSCI,4890,10.7,8.0,Q1
ACM Transactions on Intelligent Systems and Technology,2157-6912,SCIE,8315,10.7,6.6,Q1
Petroleum Exploration and Development,1876-3804,SCIE,11770,10.7,8.0,Q1
ACTA MATERIALIA,1873-2453,SCIE,146906,10.7,9.3,Q1
Corrosion Communications,2667-2669,ESCI,1561,10.7,9.5,Q1
npj Biodiversity,2731-4243,ESCI,626,10.7,,Q1
Journal of Cleaner Production,1879-1786,SCIE,404093,10.7,10.0,Q1
Journal of Business Logistics,2158-1592,SSCI,4081,10.7,7.4,Q1
Nano Today,1878-044X,SCIE,23373,10.7,10.9,Q1
Journal of Energy Storage,2352-1538,SCIE,152209,10.7,9.8,Q1
Chem Catalysis,2667-1093,ESCI,7998,10.7,11.6,Q1
Internet and Higher Education,1873-5525,SSCI,4421,10.6,6.8,Q1
Particle and Fibre Toxicology,1743-8977,SCIE,6359,10.6,8.2,Q1
JOURNAL OF MARKETING,1547-7185,SSCI,29033,10.6,10.4,Q1
EDUCATIONAL PSYCHOLOGIST,1532-6985,SSCI,10474,10.6,11.4,Q1
INTERNATIONAL JOURNAL OF PRODUCTION ECONOMICS,1873-7579,SCIE,36893,10.6,10.0,Q1
Journal of Future Foods,2772-5669,ESCI,1923,10.6,7.2,Q1
Journal of Materiomics,2352-8478,SCIE,8732,10.6,9.6,Q1
ESMO Open,2059-7029,SCIE,10995,10.6,8.3,Q1
JOURNAL OF HAZARDOUS MATERIALS,1873-3336,SCIE,267892,10.6,11.3,Q1
PROGRESS IN CARDIOVASCULAR DISEASES,1873-1740,SCIE,7028,10.6,7.6,Q1
GREEN CHEMISTRY,1463-9270,SCIE,83083,10.6,9.2,Q1
CANCER TREATMENT REVIEWS,1532-1967,SCIE,13933,10.6,10.5,Q1
JOURNAL OF THE RENIN-ANGIOTENSIN-ALDOSTERONE SYSTEM,1752-8976,SCIE,956,10.6,4.1,Q1
IMMUNOLOGICAL REVIEWS,1600-065X,SCIE,19641,10.6,8.3,Q1
CRITICAL REVIEWS IN FOOD SCIENCE AND NUTRITION,1549-7852,SCIE,56393,10.6,8.8,Q1
JAMA Ophthalmology,2168-6173,SCIE,12018,10.5,9.2,Q1
CHINESE JOURNAL OF STRUCTURAL CHEMISTRY,0254-5861,SCIE,3312,10.5,10.3,Q1
Liver Cancer,1664-5553,SCIE,3892,10.5,9.1,Q1
eGastroenterology,2976-7296,ESCI,549,10.5,,Q1
Polymer Reviews,1558-3716,SCIE,4227,10.5,11.9,Q1
Polyoxometalates,2957-9503,ESCI,722,10.4,,Q1
JOURNAL OF ACCOUNTING RESEARCH,1475-679X,SSCI,14224,10.4,6.3,Q1
MOLECULAR PSYCHIATRY,1476-5578,SCIE,45718,10.4,10.1,Q1
DIABETOLOGIA,1432-0428,SCIE,35798,10.4,10.2,Q1
Energy and Built Environment,2666-1233,ESCI,2755,10.4,,Q1
Food Chemistry,1873-7072,SCIE,289311,10.4,9.8,Q1
ACTA PHARMACOLOGICA SINICA,1745-7254,SCIE,21832,10.4,8.4,Q1
Acta Biomaterialia,1878-7568,SCIE,71730,10.4,9.6,Q1
RESOURCES CONSERVATION AND RECYCLING,1879-0658,SCIE,60450,10.4,10.9,Q1
Cell Death Discovery,2058-7716,SCIE,21208,10.4,7.0,Q1
Resources Chemicals and Materials,2772-4433,ESCI,823,10.4,,Q1
BRITISH JOURNAL OF ANAESTHESIA,1471-6771,SCIE,32565,10.3,9.2,Q1
ACTA NEUROPATHOLOGICA,1432-0533,SCIE,26249,10.3,9.3,Q1
EUROPEAN JOURNAL OF HEART FAILURE,1879-0844,SCIE,23392,10.3,10.8,Q1
Educational Research Review,1878-0385,SSCI,9311,10.3,10.6,Q1
Biological Psychiatry,1873-2402,SCIE,42076,10.3,9.0,Q1
Studies in Science Education,1940-8412,SSCI,1394,10.3,9.9,Q1
ENGINEERING GEOLOGY,1872-6917,SCIE,44221,10.3,8.4,Q1
IEEE TRANSACTIONS ON WIRELESS COMMUNICATIONS,1558-2248,SCIE,58188,10.3,10.7,Q1
COMPUTERS AND ELECTRONICS IN AGRICULTURE,1872-7107,SCIE,65217,10.3,8.9,Q1
Journal of Crohns & Colitis,1876-4479,SCIE,18391,10.3,8.7,Q1
IEEE Transactions on Sustainable Energy,1949-3037,SCIE,18735,10.3,10.0,Q1
CORROSION SCIENCE,1879-0496,SCIE,82847,10.3,8.5,Q1
INTERNATIONAL JOURNAL OF COMPUTER VISION,1573-1405,SCIE,38361,10.3,9.3,Q1
Implementation Science,1748-5908,SCIE,23777,10.2,13.4,Q1
